c_id	text_x	transcript	text_y
333713	他跟她说这样的话真是太残忍了。	Ta1 gen1 ta1 shuo1 zhe4yang4 de5 hua4 zhen1shi5 tai4 can2ren3 le5.	It is cruel of him to say such things to her.
333715	我没有一个同学住在这儿附近。	Wo3 mei2you3 yi1 ge4 tong2xue2 zhu4 zai4 zhe4r5 fu4jin4.	None of my classmates live near here.
333716	“你去哪儿了？”“我去了火车站送我的一个朋友。”	"Ni3 qu4 na3r5 le5? ""Wo3 qu4 le5 huo3che1zhan4 song4 wo3 de5 yi1 ge4 peng2you5."""	"Where have you been? ""I have been to the station to see a friend off."""
333718	我睡觉前总要洗个澡。	Wo3 shui4jiao4 qian2 zong3 yao4 xi3 ge5 zao3.	I always take a bath before going to bed.
333725	这样的举止只可能是个绅士。	Zhe4yang4 de5 ju3zhi3 zhi3 ke3neng2 shi4 ge5 shen1shi4.	He must be a gentleman to act that way.
333726	任何任务都可能变得费力。	Ren4he2 ren4wu5 dou1 ke3neng2 bian4 de5 fei4li4.	Any task may become painful.
333728	我每天工作不同时段。	Wo3 mei3 tian1 gong1zuo4 bu4tong2 shi2duan4.	Every day I work different hours.
333729	他非常喜欢棒球。	Ta1 fei1chang2 xi3huan5 bang4qiu2.	He likes baseball very much.
333730	没关系。	Mei2guan1xi5.	It doesn't matter.
333731	你不懂的词做个记号。	Ni3 bu4 dong3 de5 ci2 zuo4 ge5 ji4hao5.	Mark the words that you cannot understand.
333734	她说话幼稚。	Ta1 shuo1hua4 you4zhi4.	She talked childishly.
333735	我希望能够戒烟。	Wo3 xi1wang4 neng2gou4 jie4 yan1.	I wish I could give up smoking.
333736	我很难过。	Wo3 hen3 nan2guo4.	I'm sad.
333742	由于农业的发展，食品全球产量能够跟上人口的增长，但只是牺牲了将来。	You2yu2 nong2ye4 de5 fa1zhan3, shi2pin3 quan2qiu2 chan3liang4 neng2gou4 gen1shang4 ren2kou3 de5 zeng1zhang3, dan4 zhi3shi4 xi1sheng1 le5 jiang1lai2.	Thanks to the development of agricultural science, world food production has managed to keep up with population growth - but only at the expense of the future.
333745	他把这记在他的笔记本上。	Ta1 ba3 zhe4 ji4 zai4 ta1 de5 bi3ji4ben3 shang4.	He wrote it down in his notebook.
333747	你喜欢音乐吗？	Ni3 xi3huan5 yin1yue4 ma5?	Do you like music?
333748	有人能发这个词的音吗？	You3ren2 neng2 fa1 zhe4ge5 ci2 de5 yin1 ma5?	Can anyone pronounce this word?
333749	不是因为读者对某本书不感兴趣，这本书就肯定是有问题的了。	Bu4 shi4 yin1wei4 du2zhe3 dui4 mou3 ben3 shu1 bu4 gan3 xing4qu4, zhe4 ben3 shu1 jiu4 ken3ding4 shi4 you3 wen4ti2 de5 le5.	Just because a certain book does not interest readers does not mean that the fault lies in the book.
333751	那条新裙子让她很满意。	Na4 tiao2 xin1 qun2zi5 rang4 ta1 hen3 man3yi4.	She was satisfied with the new dress.
333752	是谁教她怎么说英语的？	Shi4 shei2 jiao1 ta1 zen3me5 shuo1 Ying1yu3 de5?	Who taught her how to speak English?
333755	要解开谋杀背后潜藏之谜！	Yao4 jie3kai1 mou2sha1 bei4hou4 qian2cang2 zhi1 mi2!	Solve the mystery lurking behind the murder!
333758	湖上的冰太薄了，承受不了你的重量。	Hu2 shang4 de5 bing1 tai4 bao2 le5, cheng2shou4 bu4 liao3 ni3 de5 zhong4liang4.	The ice on the lake is too thin to bear your weight.
333759	工厂的废料导致了严重的环境污染。	Gong1chang3 de5 fei4liao4 dao3zhi4 le5 yan2zhong4 de5 huan2jing4 wu1ran3.	The factory waste gave rise to serious environmental pollution.
333760	用英语说。	Yong4 Ying1yu3 shuo1.	Say it in English.
333761	把手举起来！	Ba3 shou3 ju3qi3 lai2!	Hands up!
333762	我天黑后不喜欢出门。	Wo3 tian1hei1 hou4 bu4 xi3huan5 chu1men2.	I don't like to go out after dark.
333763	摄像机对我而言是必需品。	She4xiang4ji1 dui4 wo3 er2yan2 shi4 bi4xu1pin3.	The camera was essential for me.
333764	她昨天看见一个高大的男人。	Ta1 zuo2tian1 kan4jian4 yi1 ge4 gao1da4 de5 nan2ren2.	She saw a tall man yesterday.
333765	那个我认为会通过考试的朋友失败了。	Na4ge5 wo3 ren4wei2 hui4 tong1guo4 kao3shi4 de5 peng2you5 shi1bai4 le5.	The friend who I thought would pass the exam failed it.
333766	你今天早上喂过狗了吗？	Ni3 jin1tian1 zao3shang5 wei4 guo5 gou3 le5 ma5?	Did you feed the dog this morning?
333767	我今天早上不想散步。	Wo3 jin1tian1 zao3shang5 bu4 xiang3 san4bu4.	I don't feel like taking a walk this morning.
333768	他昨天上学迟到了。	Ta1 zuo2tian1 shang4xue2 chi2dao4 le5.	He was late for school yesterday.
333769	我们希望在不久的将来邀请彼得去日本。	Wo3men5 xi1wang4 zai4 bu4 jiu3 de5 jiang1lai2 yao1qing3 Bi3de2 qu4 Ri4ben3.	We wish to invite Peter to Japan in the near future.
333770	我知道他住哪儿。	Wo3 zhi1dao4 ta1 zhu4 na3r5.	I know where he lives.
333771	前天，他们离开了那儿。	Qian2tian1, ta1men5 li2kai1 le5 na4r5.	They left there the day before yesterday.
333772	他和我一样高。	Ta1 he2 wo3 yi1yang4 gao1.	He is as tall as I.
333773	我们明天有个测验。	Wo3men5 ming2tian1 you3 ge5 ce4yan4.	We have a test tomorrow.
333774	达芬奇比别人高瞻远瞩。	Da2 Fen1qi2 bi3 bie2ren2 gao1zhan1-yuan3zhu3.	Da Vinci could see farther than others.
333775	我们每周在这儿聚一次。	Wo3men5 mei3 zhou1 zai4 zhe4r5 ju4 yi1 ci4.	We gather here once a week.
333776	我大概懂了。	Wo3 da4gai4 dong3 le5.	I sort of understand.
333777	我决定去美国，而不是欧洲。	Wo3 jue2ding4 qu4 Mei3guo2, er2 bu4 shi4 Ou1zhou1.	Instead of going to Europe, I decided to go to America.
333778	做个赢家很好。	Zuo4 ge5 ying2jia1 hen3 hao3.	It is good to be a winner.
333779	他三岁就到东京了。	Ta1 san1 sui4 jiu4 dao4 Dong1jing1 le5.	He came to Tokyo at the age of three.
333780	这个词怎么发音？	Zhe4ge5 ci2 zen3me5 fa1yin1?	How do you pronounce this word?
333781	我在洗澡的时候，电话响了。	Wo3 zai4 xi3zao3 de5 shi2hou5, dian4hua4 xiang3 le5.	The phone rang while I was taking a shower.
333782	很有可能去掉C元素会得出同样的结果。	Hen3 you3 ke3neng2 qu4diao4 C yuan2su4 hui4 de2chu1 tong2yang4 de5 jie2guo3.	It is highly probable that the deletion of element C will still yield the same result.
333784	我们是同学。	Wo3men5 shi4 tong2xue2.	We're classmates.
333785	她开始对生态学感兴趣，是受到他的影响。	Ta1 kai1shi3 dui4 sheng1tai4xue2 gan3 xing4qu4, shi4 shou4dao4 ta1 de5 ying3xiang3.	It was through his influence that she became interested in ecology.
333786	无可否认她非常有能力。	Wu2ke3 fou3ren4 ta1 fei1chang2 you3 neng2li4.	There is no denying that she is very efficient.
333787	我差不多完成了。	Wo3 cha4bu5duo1 wan2cheng2 le5.	I'm almost done.
333788	当我们想到男女在社会中的传统角色时，我们认为丈夫养家，妻子照顾孩子和家庭。	Dang1 wo3men5 xiang3dao4 nan2nv3 zai4 she4hui4 zhong1 de5 chuan2tong3 jiao3se4 shi2, wo3men5 ren4wei2 zhang4fu5 yang3jia1, qi1zi5 zhao4gu5 hai2zi5 he2 jia1ting2.	When we think of the traditional roles of men and women in society, we think of husbands supporting the family, and wives taking care of the house and children.
333789	我父母还不老。	Wo3 fu4mu3 hai2 bu4 lao3.	My parents aren't old yet.
333790	我在理发店碰到了他。	Wo3 zai4 li3fa4dian4 peng4dao4 le5 ta1.	I met him at the barber's.
333791	他很快就会回来。	Ta1 hen3 kuai4 jiu4 hui4 hui2lai5.	He will be back in a second.
333792	他移开，让卡车通过。	Ta1 yi2kai1, rang4 ka3che1 tong1guo4.	He pulled aside to let a truck pass.
333793	那儿除了我，一个人都没有。	Na4r5 chu2le5 wo3, yi1 ge4 ren2 dou1 mei2you3.	There was no one there besides me.
333797	他留给他女儿一大笔财产。	Ta1 liu2 gei3 ta1 nv3'er2 yi1 da4 bi3 cai2chan3.	He left his daughter a great fortune.
333817	我知道他的名字，但不知道他长什么样。	Wo3 zhi1dao4 ta1 de5 ming2zi5, dan4 bu4 zhi1dao4 ta1 zhang3 shen2me5yang4.	I know him by name, but not by sight.
333818	我们选她为我们队的队长。	Wo3men5 xuan3 ta1 wei2 wo3men5 dui4 de5 dui4zhang3.	We elected her captain of our team.
333819	他们和一个导游一起出发，只是为了以防迷路。	Ta1men5 he2 yi1 ge4 dao3you2 yi1qi3 chu1fa1, zhi3 shi4 wei4le5 yi3fang2 mi2lu4.	They set out with a guide just in case they lost their way.
333820	披头士的发型引起了轰动。	Pi1tou2shi4 de5 fa4xing2 yin3qi3 le5 hong1dong4.	The hair style of the Beatles created a sensation.
333821	他伸直了他的手臂。	Ta1 shen1zhi2 le5 ta1 de5 shou3bi4.	He stretched his arm.
333822	他每天早上都散步。	Ta1 mei3 tian1 zao3shang5 dou1 san4bu4.	He takes a walk every morning.
333832	明天在办公室见。	Ming2tian1 zai4 ban4gong1shi4 jian4.	See you tomorrow in the office.
333833	我不觉得她像她妈妈。	Wo3 bu4 jue2de5 ta1 xiang4 ta1 ma1ma5.	I don't think she takes after her mother.
333834	节日和考试碰巧在同一天。	Jie2ri4 he2 kao3shi4 peng4qiao3 zai4 tong2yi1tian1.	The date of the festival coincides with that of the exam.
333835	火车6点出发。	Huo3che1 liu4 dian3 chu1fa1.	The train leaves at six.
333836	我打电话的时候，她刚回到家。	Wo3 da3 dian4hua4 de5 shi2hou5, ta1 gang1 hui2dao4 jia1.	She had just come home when I called.
333837	我们的市场占有率为20%。	Wo3men5 de5 shi4chang3 zhan4you3lv4 wei4 bai3 fen1 zhi1 er4 shi2.	We have a 20% share of the market.
333838	你要更好地利用闲暇时间。	Ni3 yao4 geng4hao3 de5 li4yong4 xian2xia2 shi2jian1.	You should make better use of your free time.
333839	酒喝太多很危险。	Jiu3 he1 tai4 duo1 hen3 wei1xian3.	It is dangerous to drink too much.
333840	那是幢高楼，不是吗？	Na4 shi4 zhuang4 gao1lou2, bu4 shi4 ma5?	That is a high building, is it not?
333841	你尤其不该空腹喝酒。	Ni3 you2qi2 bu4 gai1 kong1fu4 he1 jiu3.	You should especially not drink on an empty stomach.
333842	请送两份早餐过来。2号餐加两杯奶茶。	Qing3 song4 liang3 fen4 zao3can1 guo4lai5. Er4 hao4 can1 jia1 liang3 bei1 nai3cha2.	Bring two breakfasts, please. Number 2 on the menu, and two teas with milk.
333843	叫救护车。	Jiao4 jiu4hu4che1.	Call an ambulance.
333844	首先，我要听听双方的意见。	Shou3xian1, wo3 yao4 ting1ting5 shuang1fang1 de5 yi4jian4.	First, I should hear both sides.
333845	所有的医药费我大概要付多少？	Suo3you3 de5 yi1yao4fei4 wo3 da4gai4 yao4 fu4 duo1shao5?	About how much will I have to pay for all the treatments?
333846	你回来之前我已经走了。	Ni3 hui2lai5 zhi1qian2 wo3 yi3jing1 zou3 le5.	I had already left before you returned.
333847	我没发现任何我该道歉的理由。	Wo3 mei2 fa1xian4 ren4he2 wo3 gai1 dao4qian4 de5 li3you2.	I don't see any reason why I have to apologize.
333848	如果天气允许的话，我们1小时后出发。	Ru2guo3 tian1qi4 yun3xu3 de5 hua4, wo3men5 yi1 xiao3shi2 hou4 chu1fa1.	Weather permitting, we will leave in an hour.
333849	请每天喂一下狗。	Qing3 mei3 tian1 wei4 yi1xia4 gou3.	Please feed the dog every day.
333850	你觉得对此该做什么？	Ni3 jue2de5 dui4 ci3 gai1 zuo4 shen2me5?	What do you think should be done about it?
333851	这小女孩如果没人关心的话，就要走上歪路了。	Zhe4 xiao2 nv3hai2 ru2guo3 mei2 ren2 guan1xin1 de5 hua4, jiu4 yao4 zou3 shang4 wai1 lu4 le5.	The little girl will go astray if no one cares much about her.
333852	我想吃苹果派。	Wo3 xiang3 chi1 ping2guo3pai4.	I want to eat apple pie.
333853	旅行前，我剪了头发。	Lv3xing2 qian2, wo3 jian3 le5 tou2fa5.	Before taking a journey, I got a haircut.
333854	爱迪生不是个优秀的学生。	Ai4di2sheng1 bu4 shi4 ge5 you1xiu4 de5 xue2sheng5.	Edison was not a bright student.
333855	我想要个能装这些玩具的盒子。	Wo3 xiang3yao4 ge5 neng2 zhuang1 zhe4xie1 wan2ju4 de5 he2zi5.	I want a box in which to keep these toys.
333856	我父亲一直很冷静。	Wo3 fu4qin1 yi1zhi2 hen3 leng3jing4.	My father is always cool.
333857	那是人类第一次在月球上行走。	Ne4 shi4 ren2lei4 di4-yi1 ci4 zai4 yue4qiu2 shang4 xing2zou3.	That was the first time that a man walked on the moon.
333858	把蛋放入沸水中。	Ba3 dan4 fang4 ru4 fei4shui3 zhong1.	Put the eggs into the boiling water.
333859	他喜欢打猎。	Ta1 xi3huan5 da3lie4.	He likes to hunt.
333869	那是我每天在火车上看到的男人。	Nei4 shi4 wo3 mei3tian1 zai4 huo3che1 shang4 kan4 dao4 de5 nan2ren2.	That is the man I see every day on the train.
333870	我小时候只穿裤子。	Wo3 xiao3shi2hou5 zhi3 chuan1 ku4zi5.	When I was little, I would only wear pants.
333892	不管是谁总比没人好。	Bu4 guan3 shi4 shei2 zong3 bi3 mei2 ren2 hao3.	Anybody would be better than nobody.
333893	这个炸弹可以炸死很多人。	Zhe4ge5 zha4dan4 ke3yi3 zha4si3 hen3 duo1 ren2.	This bomb can kill many people.
333894	俱乐部会长Johnson先生很快就要来了。	Ju4le4bu4 hui4zhang3 Johnson xian1sheng5 hen3 kuai4 jiu4 yao4 lai2 le5.	Mr Johnson, president of the club, will soon come.
333895	我不知道这个城市，而且我一点都不懂那里的语言。	Wo3 bu4 zhi1dao4 zhe4ge5 cheng2shi4, er2qie3 wo3 yi1dian3 dou1 bu4 dong3 na4li5 de5 yu3yan2.	I didn't know the city, and what's more, I couldn't speak a word of the language.
333896	Jiro好像错过了火车。	Jiro hao3xiang4 cuo4guo4 le5 huo3che1.	Jiro seems to have missed the train.
333897	能为你服务我会感到非常高兴。	Neng2 wei4 ni3 fu2wu4 wo3 hui4 gan3dao4 fei1chang2 gao1xing4.	I'll be very happy if I can serve you.
333898	我需要用药来镇痛。	Wo3 xu1yao4 yong4 yao4 lai2 zhen4tong4.	I need some medicine to kill the pain.
333901	他正在学怎么开车。	Ta1 zheng4zai4 xue2 zen3me5 kai1che1.	He is learning how to drive a car.
333902	他买不起汽车，更不要说买房子了。	Ta1 mai3bu5qi3 qi4che1, geng4 bu4 yao4 shuo1 mai3 fang2zi5 le5.	He cannot buy a car, still less a house.
333903	我的手指冻僵了，以至于无法弹钢琴了。	Wo3 de5 shou3zhi3 dong4jiang1 le5, yi3zhi4yu2 wu2fa3 tan2 gang1qin2 le5.	My fingers are so numb with cold that I can't play the piano.
333905	他不擅长开车。	Ta1 bu4 shan4chang2 kai1che1.	He is not a good driver.
333906	我想要一艘船带我远离这里。	Wo3 xiang3yao4 yi1 sou1 chuan2 dai4 wo3 yuan3li2 zhe4li5.	I want a boat that will take me far away from here.
333907	他把车停在大楼前。	Ta1 ba3 che1 ting2 zai4 da4lou2 qian2.	He parked his car in front of the building.
333909	为了弄到一个好位子，我很早就出门了。	Wei4le5 nong4dao4 yi1 ge4 hao3 wei4zi5, wo3 hen3 zao3 jiu4 chu1men2 le5.	I left home early to get a good seat.
333912	战争永远谈不上好，和平永远谈不上坏。	Zhan4zheng1 yong3yuan3 tan2bu5shang4 hao3, he2ping2 yong3yuan3 tan2bu5shang4 huai4.	There never was a good war nor a bad peace.
333915	你有避孕套吗？	Ni3 you3 bi4yun4tao4 ma5?	Do you have a condom?
333916	我匆匆忙忙，为的是能赶上第一班火车。	Wo3 cong1cong1-mang2mang2, wei4 de5 shi4 neng2 gan3shang4 di4-yi1 ban1 huo3che1.	I hurried in order to catch the first train.
333917	该事件播下了战争的种子。	Gai1 shi4jian4 bo1 xia4 le5 zhan4zheng1 de5 zhong3zi5.	The incident sowed the seeds of the war.
333921	她有一个儿子和两个女儿。	Ta1 you3 yi1 ge4 er2zi5 he2 liang3 ge4 nv3'er2.	She has a son and two daughters.
333922	我不同意她一个人去那儿。	Wo3 bu4 tong2yi4 ta1 yi1ge4ren2 qu4 na4r5.	I object to her going there alone.
333923	我累死了。	Wo3 lei4 si3 le5.	I am exhausted.
333924	我工作累死了。	Wo3 gong1zuo4 lei4 si3 le5.	I was exhausted from work.
333925	你肯定脑子糊掉了。	Ni3 ken3ding4 nao3zi5 hu2 diao4 le5.	You must be mentally exhausted.
333927	她为一本书收集材料。	Ta1 wei4 yi1 ben3 shu1 shou1ji2 cai2liao4.	She is collecting material for a book.
333928	明天会下雨吗？	Ming2tian1 hui4 xia4yu3 ma5?	Will it rain tomorrow?
333939	除了胡萝卜，他没有什么是不吃的。	Chu2le5 hu2luo2bo5, ta1 mei2you3 shen2me5 shi4 bu4 chi1 de5.	Except for carrots, there is nothing he won't eat.
333940	Ken昨天在家吗？	Ken zuo2tian1 zai4 jia1 ma5?	Was Ken at home yesterday?
333941	他知道如何做收音机。	Ta1 zhi1dao4 ru2he2 zuo4 shou1yin1ji1.	He knows how to make a radio.
333942	没有人相信我说的话。	Mei2you3 ren2 xiang1xin4 wo3 shuo1 de5 hua4.	Nobody believed what I said.
333943	这个班的女生平均身高超过了155公分。	Zhe4ge5 ban1 de5 nv3sheng1 ping2jun1 shen1gao1 chao1guo4 le5 yi1 bai3 wu3 shi2 wu3 gong1fen1.	The average height of the girls in class is over 155 centimeters.
333944	是在这点上我们的意见有分歧。	Shi4 zai4 zhe4 dian3 shang4 wo3men5 de5 yi4jian4 you3 fen1qi2.	It's on this point that our opinions differ.
333945	你介意我开窗吗？	Ni3 jie4yi4 wo3 kai1 chuang1 ma5?	Do you mind if I open the window?
333946	我想看这部电影。	Wo3 xiang3 kan4 zhe4 bu4 dian4ying3.	I want to watch this film.
333947	金窝银窝不如自己的狗窝。	Jin1wo1 yin2wo1 bu4ru2 zi4ji3 de5 gou3wo1.	Be it ever so humble, there's no place like home.
333951	瑞士位于法国、意大利、奥地利和德国之间。	Rui4shi4 wei4yu2 Fa3guo2, Yi4da4li4, Ao4di4li4 he2 De2guo2 zhi1jian1.	Switzerland is located between France, Italy, Austria and Germany.
333953	到明年四月我们住在这儿就满两年了。	Dao4 ming2nian2 si4yue4 wo3men5 zhu4 zai4 zhe4r5 jiu4 man3 liang3 nian2 le5.	We'll have lived here for two years next April.
333954	我看见一个穿黑衣服的女人。	Wo3 kan4jian4 yi1 ge4 chuan1 hei1 yi1fu5 de5 nv3ren2.	I saw a woman in black.
333957	她活了很久。	Ta1 huo2 le5 hen3 jiu3.	She lived a long life.
333959	死是唯一的解脱吗？	Si3 shi4 wei2yi1 de5 jie3tuo1 ma5?	Is death the only release?
333962	直到我自己有了孩子我才明白了什么是母爱。	Zhi2dao4 wo3 zi4ji3 you3le5 hai2zi5 wo3 cai2 ming2bai5 le5 shen2me5 shi4 mu3'ai4.	It was not until I had a baby myself that I knew what mother's love is.
333966	爱尔兰和英格兰被海分割。	Ai4'er3lan2 he2 Ying1ge2lan2 bei4 hai3 fen1ge1.	A sea separates Ireland and England.
333968	狗向着我跑了过来。	Gou3 xiang4 zhe5 wo3 pao3 le5 guo4lai5.	The dog came running to me.
333969	台风走了。	Tai2feng1 zou3 le5.	The typhoon is gone.
333972	他又高又胖，还总是很忙。	Ta1 you4 gao1 you4 pang4, hai2 zong3shi4 hen3 mang2.	He is tall, fat and always busy.
333973	鱼和红酒不相配。	Yu2 he2 hong2jiu3 bu4 xiang1pei4.	Fish and red wine don't go together.
333976	Ogai是他最喜欢的作者。	Ogai shi4 ta1 zui4 xi3huan5 de5 zuo4zhe3.	Ogai is his favorite author.
333977	你能告诉我这是什么吗？	Ni3 neng2 gao4su5 wo3 zhe4 shi4 shen2me5 ma5?	Can you tell me what this is?
333978	我出去的时候有人打我电话吗？	Wo3 chu1qu4 de5 shi2hou5 you3ren2 da3 wo3 dian4hua4 ma5?	Did anyone call me while I was out?
333980	我希望最后一切都好。	Wo3 xi1wang4 zui4hou4 yi1qie4 dou1hao3.	I hope everything will turn out well in the end.
333981	Alice从上周日起就感冒了。	Alice cong2 shang4 Zhou1ri4 qi3 jiu4 gan3mao4 le5.	Alice has had a cold since last Sunday.
333982	她来了！	Ta1 lai2 le5!	She's coming!
333984	游泳池由住在附近的孩子们共同使用。	You2yong3chi2 you2 zhu4 zai4 fu4jin4 de5 hai2zi5men5 gong4tong2 shi3yong4.	The swimming pool is used in common by all the children in the neighborhood.
333989	雨下了一周。	Yu3 xia4 le5 yi1 zhou1.	The rain lasted a week.
333990	你打算在这个国家待多久？	Ni3 da3suan4 zai4 zhe4ge5 guo2jia1 dai1 duo1jiu3?	How long do you plan to stay in this country?
333991	你可能听说过。	Ni3 ke3neng2 ting1shuo1 guo5.	You may have heard of that.
333992	昨天我去河边钓鱼了。	Zuo2tian1 wo3 qu4 he2bian1 diao4yu2 le5.	Yesterday I went and fished by the river.
333994	他白天睡觉，晚上工作。	Ta1 bai2tian1 shui4jiao4, wan3shang5 gong1zuo4.	He sleeps by day and works by night.
333997	现在我有些许头痛。	Xian4zai4 wo3 you3 xie1xu3 tou2tong4.	I have a slight headache now.
333998	那个男孩否认偷了自行车。	Nei4ge5 nan2hai2 fou3ren4 tou1 le5 zi4xing2che1.	The boy denied having stolen the bicycle.
334026	钟不走了。	Zhong1 bu4 zou3 le5.	The clock does not run.
334028	附近有个车站。	Fu4jin4 you3 ge5 che1zhan4.	There is a bus stop near by.
334029	在城市生活和在农村生活很不同。	Zai4 cheng2shi4 sheng1huo2 he2 zai4 nong2cun1 sheng1huo2 hen3 bu4 tong2.	Living in the city is really different to living in the country.
334030	他为美国承受了比我们大多数人所能想象的更多的牺牲。	Ta1 wei4 Mei3guo2 cheng2shou4 le5 bi3 wo3men5 da4duo1shu4 ren2 suo3 neng2 xiang3xiang4 de5 geng4 duo1 de5 xi1sheng1.	He has endured sacrifices for the United States that most of us cannot begin to imagine.
334031	我等我的一个朋友等了一小时。	Wo3deng3 wo3 de5 yi1 ge4 peng2you5 deng3 le5 yi1 xiao3shi2.	I waited for my friend for an hour.
334032	我妹妹很像我妈妈。	Wo3 mei4mei5 hen3 xiang4 wo3 ma1ma5.	My sister resembles my mother.
334033	整个国家被大雪覆盖了。	Zheng3 ge4 guo2jia1 bei4 da4 xue3 fu4gai4 le5.	The whole country was covered in snow.
334034	他不再是以前的那个他了。	Ta1 bu4 zai4 shi4 yi3qian2 de5 na4ge5 ta1 le5.	He is not what he used to be.
334035	他退休的时候，他儿子接手了他的生意。	Ta1 tui4xiu1 de5 shi2hou5, ta1 er2zi5 jie1 shou3 le5 ta1 de5 sheng1yi5.	When he retired, his son took over his business.
334036	她嫁给了一个有钱人。	Ta1 jia4 gei3 le5 yi1 ge4 you3qian2ren2.	She married a rich man.
334037	大家都玩爱情游戏。	Da4jia1 dou1 wan2 ai4qing2 you2xi4.	Everybody plays the game of love.
334038	她告诉我她妈妈买给她了。	Ta1 gao4su5 wo3 ta1 ma1ma5 mai3 gei3 ta1 le5.	She told me that her mother had bought it for her.
334039	请你给我看一下这条裙子好吗？	Qing3 ni3 gei3 wo3 kan4 yi1xia4 zhe4 tiao2 qun2zi5 hao3 ma5?	Would you please show me that skirt?
334040	Ken大声呼救。	Ken da4sheng1 hu1jiu4.	Ken cried for help.
334041	穿上你的鞋，我们出去吃晚饭。	Chuan1shang5 ni3 de5 xie2, wo3men5 chu1qu4 chi1 wan3fan4.	Put on your shoes. Let's go out for dinner.
334042	他开始找工作了。	Ta1 kai1shi3 zhao3 gong1zuo4 le5.	He began to look for a job.
334043	他和他所有的同学相处融洽。	Ta1 he2 ta1 suo3you3 de5 tong2xue2 xiang1chu3 rong2qia4.	He's getting along well with all of his classmates.
334044	我买不起那个。	Wo3 mai3bu5qi3 nei4ge5.	I can't afford to buy that.
334045	你哪儿来的主意？	Ni3 na3r5 lai2 de5 zhu3yi5?	Where did you get the idea?
334046	现代交通使我们能在几天内环绕地球。	Xian4dai4 jiao1tong1 shi3 wo3men5 neng2 zai4 ji3 tian1 nei4 huan2rao4 di4qiu2.	Modern travel enables us to go around the world in a few days.
334048	你生日的时候，我送你一辆自行车。	Ni3 sheng1ri4 de5 shi2hou5, wo3 song4 ni3 yi1 liang4 zi4xing2che1.	I will give you a bicycle for your birthday.
334050	根据你所说的话，我认为我们应该重新审视我们的计划。	Gen1ju4 ni3 suo3 shuo1 de5 hua4, wo3 ren4wei2 wo3men5 ying1gai1 chong2xin1 shen3shi4 wo3men5 de5 ji4hua4.	In the light of what you told us, I think we should revise our plan.
334051	政治家从来不告诉我们他们的别有用心。	Zheng4zhi4jia1 cong2lai2 bu4 gao4su5 wo3men5 ta1men5 de5 bie2you3-yong4xin1.	Politicians never tell us their inner thoughts.
334052	他好心地把我送到医院。	Ta1 hao3xin1 de5 ba3 wo3 song4 dao4 yi1yuan4.	He was kind enough to take me to the hospital.
334053	她似乎比以往任何时候都漂亮。	Ta1 si4hu1 bi3 yi3wang3 ren4he2 shi2hou5 dou1 piao4liang5.	She looked more beautiful than ever.
334058	我觉得要我用法语写一本小说是不可能的。	Wo3 jue2de5 yao4 wo3 yong4 Fa3yu3 xie3 yi1 ben3 xiao3shuo1 shi4 bu4 ke3neng2 de5.	I think it impossible for me to write a novel in French.
334059	他总是在笑。	Ta1 zong3shi4 zai4 xiao4.	He's always smiling.
334067	你认为他适合这个职位吗？	Ni3 ren4wei2 ta1 shi4he2 zhe4ge5 zhi2wei4 ma5?	Do you think he is good for the position?
334069	不要哭得像个孩子似的。	Bu4 yao4 ku1 de5 xiang4 ge5 hai2zi5 shi4de5.	Don't cry like a child!
334071	有空的时候，我总喜欢听古典音乐。	You3kong4 de5 shi2hou5, wo3 zong3 xi3huan5 ting1 gu3dian3 yin1yue4.	I always enjoy listening to classical music when I have some free time.
334072	她会把她的照片给想要的人。	Ta1 hui4 ba3 ta1 de5 zhao4pian4 gei3 xiang3yao4 de5 ren2.	She will give her picture to whoever wants it.
334073	这顶红帽子很衬她的裙子。	Zhe4 ding3 hong2 mao4zi5 hen3 chen4 ta1 de5 qun2zi5.	This red hat corresponds well to her dress.
334074	走着去火车站要多久？	Zou3 zhe5 qu4 huo3che1zhan4 yao4 duo1jiu3?	How long does it take to walk to the station?
334075	坐在我旁边的男人跟我说话了。	Zuo4 zai4 wo3 pang2bian1 de5 nan2ren2 gen1 wo3 shuo1hua4 le5.	The man sitting next to me spoke to me.
334077	他们互帮互助，把校庆搞得很成功。	Ta1men5 hu4bang1 hu4zhu4, ba3 xiao4qing4 gao3 de5 hen3 cheng2gong1.	They helped one another to make the school festival a success.
334079	教英语是他的职业。	Jiao1 Ying1yu3 shi4 ta1 de5 zhi2ye4.	Teaching English is his profession.
334080	我说了可能要下雨。	Wo3 shuo1 le5 ke3neng2 yao4 xia4yu3.	I said it might rain.
334082	她喜欢为她的家人做饭。	Ta1 xi3huan5 wei4 ta1 de5 jia1ren2 zuo4fan4.	She likes to cook for her family.
334084	我一点都不知道这会给你带来那么多问题。	Wo3 yi1dian3 dou1 bu4 zhi1dao4 zhe4 hui4 gei3 ni3 dai4lai2 ne4me5 duo1 wen4ti2.	I had no idea it would put you to so much trouble.
334085	我在下一站下车。	Wo3 zai4 xia4 yi1 zhan4 xia4che1.	I am getting off at the next station.
334089	你能把你的自行车借给我吗？	Ni3 neng2 ba3 ni3 de5 zi4xing2che1 jie4 gei3 wo3 ma5?	Will you lend me your bicycle?
334090	我根本不累。	Wo3 gen1ben3 bu4 lei4.	I'm not at all tired.
